"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Full body - 4 vueltas 🤸🏼","4 Jun 2026, 10:53","4 Jun 2026, 11:32","","Lunge",,"",0,"normal",,20,,,
"Full body - 4 vueltas 🤸🏼","4 Jun 2026, 10:53","4 Jun 2026, 11:32","","Lunge",,"",1,"normal",,20,,,
"Full body - 4 vueltas 🤸🏼","4 Jun 2026, 10:53","4 Jun 2026, 11:32","","Lunge",,"",2,"normal",,20,,,
"Full body - 4 vueltas 🤸🏼","4 Jun 2026, 10:53","4 Jun 2026, 11:32","","Lunge",,"",3,"normal",,20,,,
"Full body - 4 vueltas 🤸🏼","4 Jun 2026, 10:53","4 Jun 2026, 11:32","","Push Up",,"",0,"normal",,10,,,
"Full body - 4 vueltas 🤸🏼","4 Jun 2026, 10:53","4 Jun 2026, 11:32","","Push Up",,"",1,"normal",,10,,,
"Full body - 4 vueltas 🤸🏼","4 Jun 2026, 10:53","4 Jun 2026, 11:32","","Push Up",,"",2,"normal",,10,,,
"Full body - 4 vueltas 🤸🏼","4 Jun 2026, 10:53","4 Jun 2026, 11:32","","Push Up",,"",3,"normal",,10,,,
"Full body - 4 vueltas 🤸🏼","4 Jun 2026, 10:53","4 Jun 2026, 11:32","","Kettlebell Swing",,"",0,"normal",12,15,,,
"Full body - 4 vueltas 🤸🏼","4 Jun 2026, 10:53","4 Jun 2026, 11:32","","Kettlebell Swing",,"",1,"normal",12,15,,,
"Full body - 4 vueltas 🤸🏼","4 Jun 2026, 10:53","4 Jun 2026, 11:32","","Kettlebell Swing",,"",2,"normal",16,15,,,
"Full body - 4 vueltas 🤸🏼","4 Jun 2026, 10:53","4 Jun 2026, 11:32","","Kettlebell Swing",,"",3,"normal",16,15,,,
"Full body - 4 vueltas 🤸🏼","4 Jun 2026, 10:53","4 Jun 2026, 11:32","","Plank",,"",0,"normal",,,,45,
"Full body - 4 vueltas 🤸🏼","4 Jun 2026, 10:53","4 Jun 2026, 11:32","","Plank",,"",1,"normal",,,,45,
"Full body - 4 vueltas 🤸🏼","4 Jun 2026, 10:53","4 Jun 2026, 11:32","","Plank",,"",2,"normal",,,,45,
"Full body - 4 vueltas 🤸🏼","4 Jun 2026, 10:53","4 Jun 2026, 11:32","","Plank",,"",3,"normal",,,,45,
"Full body - 4 vueltas 🤸🏼","4 Jun 2026, 10:53","4 Jun 2026, 11:32","","Burpee",,"",0,"normal",,10,,,
"Full body - 4 vueltas 🤸🏼","4 Jun 2026, 10:53","4 Jun 2026, 11:32","","Burpee",,"",1,"normal",,10,,,
"Full body - 4 vueltas 🤸🏼","4 Jun 2026, 10:53","4 Jun 2026, 11:32","","Burpee",,"",2,"normal",,10,,,
"Full body - 4 vueltas 🤸🏼","4 Jun 2026, 10:53","4 Jun 2026, 11:32","","Burpee",,"",3,"normal",,10,,,
"Push, Pull & Core 💪🏼","2 Jun 2026, 10:38","2 Jun 2026, 12:23","","Bench Press (Barbell)",,"",0,"normal",55,8,,,
"Push, Pull & Core 💪🏼","2 Jun 2026, 10:38","2 Jun 2026, 12:23","","Bench Press (Barbell)",,"",1,"normal",52.5,7,,,
"Push, Pull & Core 💪🏼","2 Jun 2026, 10:38","2 Jun 2026, 12:23","","Bench Press (Barbell)",,"",2,"normal",50,7,,,
"Push, Pull & Core 💪🏼","2 Jun 2026, 10:38","2 Jun 2026, 12:23","","Pull Up (Assisted)",,"",0,"normal",35,6,,,
"Push, Pull & Core 💪🏼","2 Jun 2026, 10:38","2 Jun 2026, 12:23","","Pull Up (Assisted)",,"",1,"normal",40,8,,,
"Push, Pull & Core 💪🏼","2 Jun 2026, 10:38","2 Jun 2026, 12:23","","Pull Up (Assisted)",,"",2,"normal",40,4,,,
"Push, Pull & Core 💪🏼","2 Jun 2026, 10:38","2 Jun 2026, 12:23","","Pull Up (Assisted)",,"",3,"normal",45,8,,,
"Push, Pull & Core 💪🏼","2 Jun 2026, 10:38","2 Jun 2026, 12:23","","Overhead Press (Dumbbell)",0,"",0,"normal",16,10,,,
"Push, Pull & Core 💪🏼","2 Jun 2026, 10:38","2 Jun 2026, 12:23","","Overhead Press (Dumbbell)",0,"",1,"normal",20,10,,,
"Push, Pull & Core 💪🏼","2 Jun 2026, 10:38","2 Jun 2026, 12:23","","Overhead Press (Dumbbell)",0,"",2,"normal",20,10,,,
"Push, Pull & Core 💪🏼","2 Jun 2026, 10:38","2 Jun 2026, 12:23","","Dumbbell Row",0,"",0,"normal",16,20,,,
"Push, Pull & Core 💪🏼","2 Jun 2026, 10:38","2 Jun 2026, 12:23","","Dumbbell Row",0,"",1,"normal",18,20,,,
"Push, Pull & Core 💪🏼","2 Jun 2026, 10:38","2 Jun 2026, 12:23","","Dumbbell Row",0,"",2,"normal",20,20,,,
"Push, Pull & Core 💪🏼","2 Jun 2026, 10:38","2 Jun 2026, 12:23","","Single Arm Lateral Raise (Cable)",,"",0,"normal",5,20,,,
"Push, Pull & Core 💪🏼","2 Jun 2026, 10:38","2 Jun 2026, 12:23","","Single Arm Lateral Raise (Cable)",,"",1,"normal",5,20,,,
"Push, Pull & Core 💪🏼","2 Jun 2026, 10:38","2 Jun 2026, 12:23","","Single Arm Lateral Raise (Cable)",,"",2,"normal",5,20,,,
"Push, Pull & Core 💪🏼","2 Jun 2026, 10:38","2 Jun 2026, 12:23","","Single Arm Curl (Cable)",,"",0,"normal",9,20,,,
"Push, Pull & Core 💪🏼","2 Jun 2026, 10:38","2 Jun 2026, 12:23","","Single Arm Curl (Cable)",,"",1,"normal",14,16,,,
"Push, Pull & Core 💪🏼","2 Jun 2026, 10:38","2 Jun 2026, 12:23","","Single Arm Curl (Cable)",,"",2,"normal",14,16,,,
"Push, Pull & Core 💪🏼","2 Jun 2026, 10:38","2 Jun 2026, 12:23","","Triceps Extension (Cable)",,"",0,"normal",9,16,,,
"Push, Pull & Core 💪🏼","2 Jun 2026, 10:38","2 Jun 2026, 12:23","","Triceps Extension (Cable)",,"",1,"normal",9,16,,,
"Push, Pull & Core 💪🏼","2 Jun 2026, 10:38","2 Jun 2026, 12:23","","Triceps Extension (Cable)",,"",2,"normal",9,16,,,
"Push, Pull & Core 💪🏼","2 Jun 2026, 10:38","2 Jun 2026, 12:23","","Cable Twist (Up to down)",,"",0,"normal",10,20,,,
"Push, Pull & Core 💪🏼","2 Jun 2026, 10:38","2 Jun 2026, 12:23","","Cable Twist (Up to down)",,"",1,"normal",10,30,,,
"Push, Pull & Core 💪🏼","2 Jun 2026, 10:38","2 Jun 2026, 12:23","","Cable Twist (Down to up)",,"",0,"normal",10,20,,,
"Push, Pull & Core 💪🏼","2 Jun 2026, 10:38","2 Jun 2026, 12:23","","Cable Twist (Down to up)",,"",1,"normal",10,20,,,
"Pierna 🦵🏼","29 May 2026, 11:51","29 May 2026, 12:54","","Squat (Barbell)",,"",0,"normal",60,8,,,
"Pierna 🦵🏼","29 May 2026, 11:51","29 May 2026, 12:54","","Squat (Barbell)",,"",1,"normal",60,8,,,
"Pierna 🦵🏼","29 May 2026, 11:51","29 May 2026, 12:54","","Squat (Barbell)",,"",2,"normal",60,8,,,
"Pierna 🦵🏼","29 May 2026, 11:51","29 May 2026, 12:54","","Romanian Deadlift (Barbell)",,"",0,"normal",40,10,,,
"Pierna 🦵🏼","29 May 2026, 11:51","29 May 2026, 12:54","","Romanian Deadlift (Barbell)",,"",1,"normal",40,10,,,
"Pierna 🦵🏼","29 May 2026, 11:51","29 May 2026, 12:54","","Romanian Deadlift (Barbell)",,"",2,"normal",40,10,,,
"Pierna 🦵🏼","29 May 2026, 11:51","29 May 2026, 12:54","","Bulgarian Split Squat",,"",0,"normal",8,20,,,
"Pierna 🦵🏼","29 May 2026, 11:51","29 May 2026, 12:54","","Bulgarian Split Squat",,"",1,"normal",8,20,,,
"Pierna 🦵🏼","29 May 2026, 11:51","29 May 2026, 12:54","","Bulgarian Split Squat",,"",2,"normal",8,20,,,
"Pierna 🦵🏼","29 May 2026, 11:51","29 May 2026, 12:54","","Copenhague Plank",,"",0,"normal",,,,15,
"Pierna 🦵🏼","29 May 2026, 11:51","29 May 2026, 12:54","","Copenhague Plank",,"",1,"normal",,,,15,
"Pierna 🦵🏼","29 May 2026, 11:51","29 May 2026, 12:54","","Copenhague Plank",,"",2,"normal",,,,20,
"Pierna 🦵🏼","29 May 2026, 11:51","29 May 2026, 12:54","","Copenhague Plank",,"",3,"normal",,,,20,
"Pierna 🦵🏼","29 May 2026, 11:51","29 May 2026, 12:54","","Copenhague Plank",,"",4,"normal",,,,20,
"Pierna 🦵🏼","29 May 2026, 11:51","29 May 2026, 12:54","","Copenhague Plank",,"",5,"normal",,,,20,
"Entrene Futsal post-season","28 May 2026, 10:30","28 May 2026, 12:00","","Sprints",,"",0,"normal",,,,5400,
"Entrene Futsal post-season","25 May 2026, 10:31","25 May 2026, 12:01","","Sprints",,"Entrene futsal",0,"normal",,,,5400,
"Push & Pull 💪🏼","22 May 2026, 11:27","22 May 2026, 12:35","","Pull Up (Assisted)",,"",0,"normal",35,7,,,
"Push & Pull 💪🏼","22 May 2026, 11:27","22 May 2026, 12:35","","Pull Up (Assisted)",,"",1,"normal",35,5,,,
"Push & Pull 💪🏼","22 May 2026, 11:27","22 May 2026, 12:35","","Pull Up (Assisted)",,"",2,"normal",40,7,,,
"Push & Pull 💪🏼","22 May 2026, 11:27","22 May 2026, 12:35","","Pull Up (Assisted)",,"",3,"normal",40,5,,,
"Push & Pull 💪🏼","22 May 2026, 11:27","22 May 2026, 12:35","","Bench Press (Barbell)",,"",0,"normal",50,8,,,
"Push & Pull 💪🏼","22 May 2026, 11:27","22 May 2026, 12:35","","Bench Press (Barbell)",,"",1,"normal",50,8,,,
"Push & Pull 💪🏼","22 May 2026, 11:27","22 May 2026, 12:35","","Bench Press (Barbell)",,"",2,"normal",50,5,,,
"Push & Pull 💪🏼","22 May 2026, 11:27","22 May 2026, 12:35","","Bench Press (Barbell)",,"",3,"normal",45,6,,,
"Push & Pull 💪🏼","22 May 2026, 11:27","22 May 2026, 12:35","","Overhead Press (Dumbbell)",0,"",0,"normal",12,10,,,
"Push & Pull 💪🏼","22 May 2026, 11:27","22 May 2026, 12:35","","Overhead Press (Dumbbell)",0,"",1,"normal",16,10,,,
"Push & Pull 💪🏼","22 May 2026, 11:27","22 May 2026, 12:35","","Overhead Press (Dumbbell)",0,"",2,"normal",20,10,,,
"Push & Pull 💪🏼","22 May 2026, 11:27","22 May 2026, 12:35","","Dumbbell Row",0,"",0,"normal",14,20,,,
"Push & Pull 💪🏼","22 May 2026, 11:27","22 May 2026, 12:35","","Dumbbell Row",0,"",1,"normal",16,20,,,
"Push & Pull 💪🏼","22 May 2026, 11:27","22 May 2026, 12:35","","Dumbbell Row",0,"",2,"normal",18,20,,,
"Push & Pull 💪🏼","22 May 2026, 11:27","22 May 2026, 12:35","","Diamond Push Up",1,"",0,"normal",,5,,,
"Push & Pull 💪🏼","22 May 2026, 11:27","22 May 2026, 12:35","","Diamond Push Up",1,"",1,"normal",,5,,,
"Push & Pull 💪🏼","22 May 2026, 11:27","22 May 2026, 12:35","","Face Pull",1,"",0,"normal",27,12,,,
"Push & Pull 💪🏼","22 May 2026, 11:27","22 May 2026, 12:35","","Face Pull",1,"",1,"normal",32,12,,,
"Full body - 4 vueltas","19 May 2026, 12:00","19 May 2026, 12:30","","Lunge",,"",0,"normal",,20,,,
"Full body - 4 vueltas","19 May 2026, 12:00","19 May 2026, 12:30","","Lunge",,"",1,"normal",,20,,,
"Full body - 4 vueltas","19 May 2026, 12:00","19 May 2026, 12:30","","Lunge",,"",2,"normal",,20,,,
"Full body - 4 vueltas","19 May 2026, 12:00","19 May 2026, 12:30","","Lunge",,"",3,"normal",,20,,,
"Full body - 4 vueltas","19 May 2026, 12:00","19 May 2026, 12:30","","Push Up",,"",0,"normal",,10,,,
"Full body - 4 vueltas","19 May 2026, 12:00","19 May 2026, 12:30","","Push Up",,"",1,"normal",,10,,,
"Full body - 4 vueltas","19 May 2026, 12:00","19 May 2026, 12:30","","Push Up",,"",2,"normal",,10,,,
"Full body - 4 vueltas","19 May 2026, 12:00","19 May 2026, 12:30","","Push Up",,"",3,"normal",,10,,,
"Full body - 4 vueltas","19 May 2026, 12:00","19 May 2026, 12:30","","Kettlebell Swing",,"",0,"normal",12,15,,,
"Full body - 4 vueltas","19 May 2026, 12:00","19 May 2026, 12:30","","Kettlebell Swing",,"",1,"normal",12,15,,,
"Full body - 4 vueltas","19 May 2026, 12:00","19 May 2026, 12:30","","Kettlebell Swing",,"",2,"normal",16,15,,,
"Full body - 4 vueltas","19 May 2026, 12:00","19 May 2026, 12:30","","Kettlebell Swing",,"",3,"normal",16,15,,,
"Full body - 4 vueltas","19 May 2026, 12:00","19 May 2026, 12:30","","Plank",,"",0,"normal",,,,45,
"Full body - 4 vueltas","19 May 2026, 12:00","19 May 2026, 12:30","","Plank",,"",1,"normal",,,,45,
"Full body - 4 vueltas","19 May 2026, 12:00","19 May 2026, 12:30","","Plank",,"",2,"normal",,,,45,
"Full body - 4 vueltas","19 May 2026, 12:00","19 May 2026, 12:30","","Plank",,"",3,"normal",,,,40,
"Full body - 4 vueltas","19 May 2026, 12:00","19 May 2026, 12:30","","Burpee",,"",0,"normal",,10,,,
"Full body - 4 vueltas","19 May 2026, 12:00","19 May 2026, 12:30","","Burpee",,"",1,"normal",,10,,,
"Full body - 4 vueltas","19 May 2026, 12:00","19 May 2026, 12:30","","Burpee",,"",2,"normal",,10,,,
"Full body - 4 vueltas","19 May 2026, 12:00","19 May 2026, 12:30","","Burpee",,"",3,"normal",,10,,,
"Pierna 🦵🏼","17 May 2026, 13:39","17 May 2026, 14:23","","Squat (Barbell)",,"",0,"normal",60,12,,,
"Pierna 🦵🏼","17 May 2026, 13:39","17 May 2026, 14:23","","Squat (Barbell)",,"",1,"normal",60,12,,,
"Pierna 🦵🏼","17 May 2026, 13:39","17 May 2026, 14:23","","Squat (Barbell)",,"",2,"normal",60,12,,,
"Pierna 🦵🏼","17 May 2026, 13:39","17 May 2026, 14:23","","Bulgarian Squats",,"",0,"normal",8,20,,,
"Pierna 🦵🏼","17 May 2026, 13:39","17 May 2026, 14:23","","Bulgarian Squats",,"",1,"normal",8,20,,,
"Pierna 🦵🏼","17 May 2026, 13:39","17 May 2026, 14:23","","Bulgarian Squats",,"",2,"normal",8,20,,,
"Pierna 🦵🏼","17 May 2026, 13:39","17 May 2026, 14:23","","Romanian Deadlift (Barbell)",,"",0,"normal",40,10,,,
"Pierna 🦵🏼","17 May 2026, 13:39","17 May 2026, 14:23","","Romanian Deadlift (Barbell)",,"",1,"normal",40,10,,,
"Pierna 🦵🏼","17 May 2026, 13:39","17 May 2026, 14:23","","Romanian Deadlift (Barbell)",,"",2,"normal",40,10,,,
"Pierna 🦵🏼","17 May 2026, 13:39","17 May 2026, 14:23","","Romanian Deadlift (Barbell)",,"",3,"normal",40,10,,,
"Fuerza 💪🏼","15 May 2026, 11:53","15 May 2026, 12:40","","Bench Press (Barbell)",,"",0,"normal",50,8,,,
"Fuerza 💪🏼","15 May 2026, 11:53","15 May 2026, 12:40","","Bench Press (Barbell)",,"",1,"normal",50,8,,,
"Fuerza 💪🏼","15 May 2026, 11:53","15 May 2026, 12:40","","Bench Press (Barbell)",,"",2,"normal",50,6,,,
"Fuerza 💪🏼","15 May 2026, 11:53","15 May 2026, 12:40","","Pull Up (Assisted)",,"",0,"normal",35,6,,,
"Fuerza 💪🏼","15 May 2026, 11:53","15 May 2026, 12:40","","Pull Up (Assisted)",,"",1,"normal",35,4,,,
"Fuerza 💪🏼","15 May 2026, 11:53","15 May 2026, 12:40","","Pull Up (Assisted)",,"",2,"normal",40,6,,,
"Fuerza 💪🏼","15 May 2026, 11:53","15 May 2026, 12:40","","Pull Up (Assisted)",,"",3,"normal",40,4,,,
"Fuerza 💪🏼","15 May 2026, 11:53","15 May 2026, 12:40","","Overhead Press (Dumbbell)",0,"",0,"normal",12,12,,,
"Fuerza 💪🏼","15 May 2026, 11:53","15 May 2026, 12:40","","Overhead Press (Dumbbell)",0,"",1,"normal",16,12,,,
"Fuerza 💪🏼","15 May 2026, 11:53","15 May 2026, 12:40","","Overhead Press (Dumbbell)",0,"",2,"normal",20,12,,,
"Fuerza 💪🏼","15 May 2026, 11:53","15 May 2026, 12:40","","Dumbbell Row",0,"",0,"normal",12,24,,,
"Fuerza 💪🏼","15 May 2026, 11:53","15 May 2026, 12:40","","Dumbbell Row",0,"",1,"normal",14,24,,,
"Fuerza 💪🏼","15 May 2026, 11:53","15 May 2026, 12:40","","Dumbbell Row",0,"",2,"normal",16,24,,,
"Fuerza 💪🏼","15 May 2026, 11:53","15 May 2026, 12:40","","Diamond Push Up",1,"",0,"normal",,4,,,
"Fuerza 💪🏼","15 May 2026, 11:53","15 May 2026, 12:40","","Diamond Push Up",1,"",1,"normal",,4,,,
"Fuerza 💪🏼","15 May 2026, 11:53","15 May 2026, 12:40","","Face Pull",1,"",0,"normal",27,10,,,
"Fuerza 💪🏼","15 May 2026, 11:53","15 May 2026, 12:40","","Face Pull",1,"",1,"normal",27,10,,,
"Leg de vuelta pVt0","10 May 2026, 12:34","10 May 2026, 13:42","","Bulgarian Squats",,"",0,"normal",8,20,,,
"Leg de vuelta pVt0","10 May 2026, 12:34","10 May 2026, 13:42","","Bulgarian Squats",,"",1,"normal",8,20,,,
"Leg de vuelta pVt0","10 May 2026, 12:34","10 May 2026, 13:42","","Bulgarian Squats",,"",2,"normal",8,20,,,
"Leg de vuelta pVt0","10 May 2026, 12:34","10 May 2026, 13:42","","Bulgarian Squats",,"",3,"normal",8,20,,,
"Leg de vuelta pVt0","10 May 2026, 12:34","10 May 2026, 13:42","","Romanian Deadlift (Barbell)",,"",0,"normal",40,10,,,
"Leg de vuelta pVt0","10 May 2026, 12:34","10 May 2026, 13:42","","Romanian Deadlift (Barbell)",,"",1,"normal",40,10,,,
"Leg de vuelta pVt0","10 May 2026, 12:34","10 May 2026, 13:42","","Romanian Deadlift (Barbell)",,"",2,"normal",40,10,,,
"Leg de vuelta pVt0","10 May 2026, 12:34","10 May 2026, 13:42","","Romanian Deadlift (Barbell)",,"",3,"normal",40,10,,,
"Leg de vuelta pVt0","10 May 2026, 12:34","10 May 2026, 13:42","","Single Leg Press (Machine)",,"",0,"normal",21,24,,,
"Leg de vuelta pVt0","10 May 2026, 12:34","10 May 2026, 13:42","","Single Leg Press (Machine)",,"",1,"normal",29,24,,,
"Leg de vuelta pVt0","10 May 2026, 12:34","10 May 2026, 13:42","","Single Leg Press (Machine)",,"",2,"normal",37,24,,,
"Squats + abs","10 Apr 2026, 17:58","10 Apr 2026, 18:27","","Squat (Barbell)",,"",0,"normal",60,8,,,
"Squats + abs","10 Apr 2026, 17:58","10 Apr 2026, 18:27","","Squat (Barbell)",,"",1,"normal",70,8,,,
"Squats + abs","10 Apr 2026, 17:58","10 Apr 2026, 18:27","","Squat (Barbell)",,"",2,"normal",80,5,,,
"Brazo preChampions","8 Apr 2026, 20:43","8 Apr 2026, 21:21","","Overhead Press (Barbell)",,"",0,"normal",15,12,,,
"Brazo preChampions","8 Apr 2026, 20:43","8 Apr 2026, 21:21","","Overhead Press (Barbell)",,"",1,"normal",20,12,,,
"Brazo preChampions","8 Apr 2026, 20:43","8 Apr 2026, 21:21","","Overhead Press (Barbell)",,"",2,"normal",22.5,10,,,
"Brazo preChampions","8 Apr 2026, 20:43","8 Apr 2026, 21:21","","EZ Bar Biceps Curl",,"",0,"normal",15,10,,,
"Brazo preChampions","8 Apr 2026, 20:43","8 Apr 2026, 21:21","","EZ Bar Biceps Curl",,"",1,"normal",17.5,10,,,
"Brazo preChampions","8 Apr 2026, 20:43","8 Apr 2026, 21:21","","EZ Bar Biceps Curl",,"",2,"normal",20,6,,,
"Brazo preChampions","8 Apr 2026, 20:43","8 Apr 2026, 21:21","","Triceps Rope Pushdown",,"",0,"normal",23,12,,,
"Brazo preChampions","8 Apr 2026, 20:43","8 Apr 2026, 21:21","","Triceps Rope Pushdown",,"",1,"normal",27,10,,,
"Brazo preChampions","8 Apr 2026, 20:43","8 Apr 2026, 21:21","","Triceps Rope Pushdown",,"",2,"normal",32,8,,,
"Superior","6 Apr 2026, 19:44","6 Apr 2026, 20:43","","Bench Press (Barbell)",,"",0,"normal",50,8,,,
"Superior","6 Apr 2026, 19:44","6 Apr 2026, 20:43","","Bench Press (Barbell)",,"",1,"normal",50,8,,,
"Superior","6 Apr 2026, 19:44","6 Apr 2026, 20:43","","Bench Press (Barbell)",,"",2,"normal",50,6,,,
"Superior","6 Apr 2026, 19:44","6 Apr 2026, 20:43","","Pull Up (Assisted)",,"",0,"normal",30,5,,,
"Superior","6 Apr 2026, 19:44","6 Apr 2026, 20:43","","Pull Up (Assisted)",,"",1,"normal",35,6,,,
"Superior","6 Apr 2026, 19:44","6 Apr 2026, 20:43","","Pull Up (Assisted)",,"",2,"normal",40,6,,,
"Superior","6 Apr 2026, 19:44","6 Apr 2026, 20:43","","Pull Up (Assisted)",,"",3,"normal",45,7,,,
"Superior","6 Apr 2026, 19:44","6 Apr 2026, 20:43","","Dumbbell Row",,"",0,"normal",16,20,,,
"Superior","6 Apr 2026, 19:44","6 Apr 2026, 20:43","","Dumbbell Row",,"",1,"normal",16,20,,,
"Superior","6 Apr 2026, 19:44","6 Apr 2026, 20:43","","Dumbbell Row",,"",2,"normal",16,20,,,
"Superior","6 Apr 2026, 19:44","6 Apr 2026, 20:43","","Shrug (Dumbbell)",,"",0,"normal",28,15,,,
"Superior","6 Apr 2026, 19:44","6 Apr 2026, 20:43","","Shrug (Dumbbell)",,"",1,"normal",32,15,,,
"Superior","6 Apr 2026, 19:44","6 Apr 2026, 20:43","","Shrug (Dumbbell)",,"",2,"normal",36,15,,,
"Pierna + abs","5 Apr 2026, 12:04","5 Apr 2026, 13:03","","Squat (Barbell)",,"",0,"normal",50,10,,,
"Pierna + abs","5 Apr 2026, 12:04","5 Apr 2026, 13:03","","Squat (Barbell)",,"",1,"normal",60,10,,,
"Pierna + abs","5 Apr 2026, 12:04","5 Apr 2026, 13:03","","Squat (Barbell)",,"",2,"normal",70,8,,,
"Pierna + abs","5 Apr 2026, 12:04","5 Apr 2026, 13:03","","Squat (Barbell)",,"",3,"normal",70,8,,,
"Pierna + abs","5 Apr 2026, 12:04","5 Apr 2026, 13:03","","Romanian Deadlift (Barbell)",,"",0,"normal",40,10,,,
"Pierna + abs","5 Apr 2026, 12:04","5 Apr 2026, 13:03","","Romanian Deadlift (Barbell)",,"",1,"normal",50,8,,,
"Pierna + abs","5 Apr 2026, 12:04","5 Apr 2026, 13:03","","Romanian Deadlift (Barbell)",,"",2,"normal",50,8,,,
"Pierna + abs","5 Apr 2026, 12:04","5 Apr 2026, 13:03","","Romanian Deadlift (Barbell)",,"",3,"normal",50,8,,,
"Superior + cardio","31 Mar 2026, 17:39","31 Mar 2026, 18:57","","Bench Press (Barbell)",,"",0,"normal",47.5,10,,,
"Superior + cardio","31 Mar 2026, 17:39","31 Mar 2026, 18:57","","Bench Press (Barbell)",,"",1,"normal",50,8,,,
"Superior + cardio","31 Mar 2026, 17:39","31 Mar 2026, 18:57","","Bench Press (Barbell)",,"",2,"normal",50,5,,,
"Superior + cardio","31 Mar 2026, 17:39","31 Mar 2026, 18:57","","Pull Up (Assisted)",,"",0,"normal",35,8,,,
"Superior + cardio","31 Mar 2026, 17:39","31 Mar 2026, 18:57","","Pull Up (Assisted)",,"",1,"normal",35,6,,,
"Superior + cardio","31 Mar 2026, 17:39","31 Mar 2026, 18:57","","Pull Up (Assisted)",,"",2,"normal",40,6,,,
"Superior + cardio","31 Mar 2026, 17:39","31 Mar 2026, 18:57","","Dumbbell Row",,"",0,"normal",12,24,,,
"Superior + cardio","31 Mar 2026, 17:39","31 Mar 2026, 18:57","","Dumbbell Row",,"",1,"normal",16,20,,,
"Superior + cardio","31 Mar 2026, 17:39","31 Mar 2026, 18:57","","Dumbbell Row",,"",2,"normal",16,20,,,
"Superior + cardio","31 Mar 2026, 17:39","31 Mar 2026, 18:57","","Running",,"",0,"normal",,,4,1380,
"Pierna + hombro","28 Mar 2026, 19:47","28 Mar 2026, 20:25","","Explosive Squat (Barbell) - Jump, Down & Up",,"",0,"normal",20,10,,,
"Pierna + hombro","28 Mar 2026, 19:47","28 Mar 2026, 20:25","","Explosive Squat (Barbell) - Jump, Down & Up",,"",1,"normal",20,10,,,
"Pierna + hombro","28 Mar 2026, 19:47","28 Mar 2026, 20:25","","Explosive Squat (Barbell) - Jump, Down & Up",,"",2,"normal",20,10,,,
"Pierna + hombro","28 Mar 2026, 19:47","28 Mar 2026, 20:25","","Bulgarian Squats",,"",0,"normal",8,20,,,
"Pierna + hombro","28 Mar 2026, 19:47","28 Mar 2026, 20:25","","Bulgarian Squats",,"",1,"normal",8,20,,,
"Pierna + hombro","28 Mar 2026, 19:47","28 Mar 2026, 20:25","","Bulgarian Squats",,"",2,"normal",8,20,,,
"Pierna + hombro","28 Mar 2026, 19:47","28 Mar 2026, 20:25","","Bulgarian Squats",,"",3,"normal",8,20,,,
"Pierna + hombro","28 Mar 2026, 19:47","28 Mar 2026, 20:25","","Lateral Raise (Cable)",,"",0,"normal",5,20,,,
"Pierna + hombro","28 Mar 2026, 19:47","28 Mar 2026, 20:25","","Lateral Raise (Cable)",,"",1,"normal",5,20,,,
"Superior + cardio","24 Mar 2026, 17:40","24 Mar 2026, 19:26","","Bench Press (Barbell)",,"",0,"normal",47.5,10,,,
"Superior + cardio","24 Mar 2026, 17:40","24 Mar 2026, 19:26","","Bench Press (Barbell)",,"",1,"normal",50,8,,,
"Superior + cardio","24 Mar 2026, 17:40","24 Mar 2026, 19:26","","Bench Press (Barbell)",,"",2,"normal",50,5,,,
"Superior + cardio","24 Mar 2026, 17:40","24 Mar 2026, 19:26","","Bent Over Row (Barbell)",,"",0,"normal",30,10,,,
"Superior + cardio","24 Mar 2026, 17:40","24 Mar 2026, 19:26","","Bent Over Row (Barbell)",,"",1,"normal",40,9,,,
"Superior + cardio","24 Mar 2026, 17:40","24 Mar 2026, 19:26","","Bent Over Row (Barbell)",,"",2,"normal",40,9,,,
"Superior + cardio","24 Mar 2026, 17:40","24 Mar 2026, 19:26","","Bent Over Row (Barbell)",,"",3,"normal",40,8,,,
"Superior + cardio","24 Mar 2026, 17:40","24 Mar 2026, 19:26","","Shrug (Barbell)",,"",0,"normal",15,15,,,
"Superior + cardio","24 Mar 2026, 17:40","24 Mar 2026, 19:26","","Shrug (Barbell)",,"",1,"normal",17.5,15,,,
"Superior + cardio","24 Mar 2026, 17:40","24 Mar 2026, 19:26","","Shrug (Barbell)",,"",2,"normal",20,15,,,
"Superior + cardio","24 Mar 2026, 17:40","24 Mar 2026, 19:26","","Bicep Curl (Dumbbell)",,"",0,"normal",4,20,,,
"Superior + cardio","24 Mar 2026, 17:40","24 Mar 2026, 19:26","","Bicep Curl (Dumbbell)",,"",1,"normal",6,20,,,
"Superior + cardio","24 Mar 2026, 17:40","24 Mar 2026, 19:26","","Bicep Curl (Dumbbell)",,"",2,"normal",8,20,,,
"Superior + cardio","24 Mar 2026, 17:40","24 Mar 2026, 19:26","","Single Arm Tricep Extension (Dumbbell)",,"",0,"normal",4,20,,,
"Superior + cardio","24 Mar 2026, 17:40","24 Mar 2026, 19:26","","Single Arm Tricep Extension (Dumbbell)",,"",1,"normal",5,20,,,
"Superior + cardio","24 Mar 2026, 17:40","24 Mar 2026, 19:26","","Single Arm Tricep Extension (Dumbbell)",,"",2,"normal",7,20,,,
