"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Arm Blaster - Saturday morning","14 Jun 2025, 12:27","14 Jun 2025, 13:57","","Bicep Curl (Dumbbell)",1,"1/2 reps con cada brazo",2,"normal",8,20,,,
"Arm Blaster - Saturday morning","14 Jun 2025, 12:27","14 Jun 2025, 13:57","","Bicep Curl (Dumbbell)",1,"1/2 reps con cada brazo",3,"normal",8,16,,,
"Arm Blaster - Saturday morning","14 Jun 2025, 12:27","14 Jun 2025, 13:57","","Triceps Rope Pushdown",,"Las últimas 6 reps del último set, hasta donde llegaba.",0,"normal",27,8,,,
"Arm Blaster - Saturday morning","14 Jun 2025, 12:27","14 Jun 2025, 13:57","","Triceps Rope Pushdown",,"Las últimas 6 reps del último set, hasta donde llegaba.",1,"normal",27,6,,,
"Arm Blaster - Saturday morning","14 Jun 2025, 12:27","14 Jun 2025, 13:57","","Triceps Rope Pushdown",,"Las últimas 6 reps del último set, hasta donde llegaba.",2,"normal",23,6,,,
"Arm Blaster - Saturday morning","14 Jun 2025, 12:27","14 Jun 2025, 13:57","","Triceps Rope Pushdown",,"Las últimas 6 reps del último set, hasta donde llegaba.",3,"normal",18,15,,,
"Arm Blaster - Saturday morning","14 Jun 2025, 12:27","14 Jun 2025, 13:57","","Preacher Curl (Machine)",,"",0,"normal",14,12,,,
"Arm Blaster - Saturday morning","14 Jun 2025, 12:27","14 Jun 2025, 13:57","","Preacher Curl (Machine)",,"",1,"normal",18,12,,,
"Arm Blaster - Saturday morning","14 Jun 2025, 12:27","14 Jun 2025, 13:57","","Preacher Curl (Machine)",,"",2,"normal",18,8,,,
"Arm Blaster - Saturday morning","14 Jun 2025, 12:27","14 Jun 2025, 13:57","","Preacher Curl (Machine)",,"",3,"normal",18,8,,,
"Arm Blaster - Saturday morning","14 Jun 2025, 12:27","14 Jun 2025, 13:57","","Preacher Curl (Machine)",,"",4,"normal",14,4,,,
"Arm Blaster - Saturday morning","14 Jun 2025, 12:27","14 Jun 2025, 13:57","","Preacher Curl (Machine)",,"",5,"normal",9,8,,,
"Arm Blaster - Saturday morning","14 Jun 2025, 12:27","14 Jun 2025, 13:57","","Face Pull",,"Hombro / Trapecio",0,"normal",18,15,,,
"Arm Blaster - Saturday morning","14 Jun 2025, 12:27","14 Jun 2025, 13:57","","Face Pull",,"Hombro / Trapecio",1,"normal",23,15,,,
"Arm Blaster - Saturday morning","14 Jun 2025, 12:27","14 Jun 2025, 13:57","","Face Pull",,"Hombro / Trapecio",2,"normal",23,15,,,
"Espalda + Trap - Thursday","12 Jun 2025, 17:55","12 Jun 2025, 19:04","","Back Extension (Weighted Hyperextension)",,"",0,"normal",,12,,,
"Espalda + Trap - Thursday","12 Jun 2025, 17:55","12 Jun 2025, 19:04","","Back Extension (Weighted Hyperextension)",,"",1,"normal",,10,,,
"Espalda + Trap - Thursday","12 Jun 2025, 17:55","12 Jun 2025, 19:04","","Back Extension (Weighted Hyperextension)",,"",2,"normal",5,10,,,
"Espalda + Trap - Thursday","12 Jun 2025, 17:55","12 Jun 2025, 19:04","","Back Extension (Weighted Hyperextension)",,"",3,"normal",5,8,,,
"Espalda + Trap - Thursday","12 Jun 2025, 17:55","12 Jun 2025, 19:04","","Bent Over Row (Barbell)",,"",0,"normal",20,10,,,
"Espalda + Trap - Thursday","12 Jun 2025, 17:55","12 Jun 2025, 19:04","","Bent Over Row (Barbell)",,"",1,"normal",30,10,,,
"Espalda + Trap - Thursday","12 Jun 2025, 17:55","12 Jun 2025, 19:04","","Bent Over Row (Barbell)",,"",2,"normal",40,10,,,
"Espalda + Trap - Thursday","12 Jun 2025, 17:55","12 Jun 2025, 19:04","","Bent Over Row (Barbell)",,"",3,"normal",40,10,,,
"Espalda + Trap - Thursday","12 Jun 2025, 17:55","12 Jun 2025, 19:04","","Bent Over Row (Barbell)",,"",4,"normal",40,10,,,
"Espalda + Trap - Thursday","12 Jun 2025, 17:55","12 Jun 2025, 19:04","","Seated Cable Row - V Grip (Cable)",,"1/2 reps con cada brazo",0,"normal",11,24,,,
"Espalda + Trap - Thursday","12 Jun 2025, 17:55","12 Jun 2025, 19:04","","Seated Cable Row - V Grip (Cable)",,"1/2 reps con cada brazo",1,"normal",13.3,24,,,
"Espalda + Trap - Thursday","12 Jun 2025, 17:55","12 Jun 2025, 19:04","","Seated Cable Row - V Grip (Cable)",,"1/2 reps con cada brazo",2,"normal",18,20,,,
"Espalda + Trap - Thursday","12 Jun 2025, 17:55","12 Jun 2025, 19:04","","Seated Cable Row - V Grip (Cable)",,"1/2 reps con cada brazo",3,"normal",20.3,16,,,
"Espalda + Trap - Thursday","12 Jun 2025, 17:55","12 Jun 2025, 19:04","","Lat Pulldown (Cable)",,"",0,"normal",32,20,,,
"Espalda + Trap - Thursday","12 Jun 2025, 17:55","12 Jun 2025, 19:04","","Lat Pulldown (Cable)",,"",1,"normal",39,8,,,
"Espalda + Trap - Thursday","12 Jun 2025, 17:55","12 Jun 2025, 19:04","","Lat Pulldown (Cable)",,"",2,"normal",39,8,,,
"Espalda + Trap - Thursday","12 Jun 2025, 17:55","12 Jun 2025, 19:04","","Shrug (Dumbbell)",,"1/2 peso en cada pesa",0,"normal",28,15,,,
"Espalda + Trap - Thursday","12 Jun 2025, 17:55","12 Jun 2025, 19:04","","Shrug (Dumbbell)",,"1/2 peso en cada pesa",1,"normal",32,15,,,
"Pecho Hombro - Wednesday","11 Jun 2025, 20:08","11 Jun 2025, 22:00","","Bench Press (Barbell)",,"",0,"normal",40,10,,,
"Pecho Hombro - Wednesday","11 Jun 2025, 20:08","11 Jun 2025, 22:00","","Bench Press (Barbell)",,"",1,"normal",45,8,,,
"Pecho Hombro - Wednesday","11 Jun 2025, 20:08","11 Jun 2025, 22:00","","Bench Press (Barbell)",,"",2,"normal",45,8,,,
"Pecho Hombro - Wednesday","11 Jun 2025, 20:08","11 Jun 2025, 22:00","","Cable Fly Crossovers",,"",0,"normal",32.6,8,,,
"Pecho Hombro - Wednesday","11 Jun 2025, 20:08","11 Jun 2025, 22:00","","Cable Fly Crossovers",,"",1,"normal",32.6,8,,,
"Pecho Hombro - Wednesday","11 Jun 2025, 20:08","11 Jun 2025, 22:00","","Cable Fly Crossovers",,"",2,"normal",32.6,10,,,
"Pecho Hombro - Wednesday","11 Jun 2025, 20:08","11 Jun 2025, 22:00","","Incline Bench Press (Dumbbell)",,"",0,"normal",28,10,,,
"Pecho Hombro - Wednesday","11 Jun 2025, 20:08","11 Jun 2025, 22:00","","Incline Bench Press (Dumbbell)",,"",1,"normal",32,7,,,
"Pecho Hombro - Wednesday","11 Jun 2025, 20:08","11 Jun 2025, 22:00","","Incline Bench Press (Dumbbell)",,"",2,"normal",32,6,,,
"Pecho Hombro - Wednesday","11 Jun 2025, 20:08","11 Jun 2025, 22:00","","Butterfly (Pec Deck)",,"",0,"normal",45,12,,,
"Pecho Hombro - Wednesday","11 Jun 2025, 20:08","11 Jun 2025, 22:00","","Butterfly (Pec Deck)",,"",1,"normal",45,9,,,
"Pecho Hombro - Wednesday","11 Jun 2025, 20:08","11 Jun 2025, 22:00","","Butterfly (Pec Deck)",,"",2,"normal",45,8,,,
"Pecho Hombro - Wednesday","11 Jun 2025, 20:08","11 Jun 2025, 22:00","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",25,10,,,
"Pecho Hombro - Wednesday","11 Jun 2025, 20:08","11 Jun 2025, 22:00","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",32,10,,,
"Pecho Hombro - Wednesday","11 Jun 2025, 20:08","11 Jun 2025, 22:00","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",32,10,,,
"Pecho Hombro - Wednesday","11 Jun 2025, 20:08","11 Jun 2025, 22:00","","Overhead Press (Smith Machine)",,"",0,"normal",11,10,,,
"Pecho Hombro - Wednesday","11 Jun 2025, 20:08","11 Jun 2025, 22:00","","Overhead Press (Smith Machine)",,"",1,"normal",11,10,,,
"Pecho Hombro - Wednesday","11 Jun 2025, 20:08","11 Jun 2025, 22:00","","Single Arm Lateral Raise (Cable)",,"Mitad de repeticiones con cada hombro.",0,"normal",4.5,16,,,
"Pecho Hombro - Wednesday","11 Jun 2025, 20:08","11 Jun 2025, 22:00","","Single Arm Lateral Raise (Cable)",,"Mitad de repeticiones con cada hombro.",1,"normal",4.5,16,,,
"Pecho Hombro - Wednesday","11 Jun 2025, 20:08","11 Jun 2025, 22:00","","Single Arm Lateral Raise (Cable)",,"Mitad de repeticiones con cada hombro.",2,"normal",4.5,20,,,
"Pecho Hombro - Wednesday","11 Jun 2025, 20:08","11 Jun 2025, 22:00","","Behind the Back Bicep Wrist Curl (Barbell)",,"",0,"normal",20,20,,,
"Pecho Hombro - Wednesday","11 Jun 2025, 20:08","11 Jun 2025, 22:00","","Behind the Back Bicep Wrist Curl (Barbell)",,"",1,"normal",25,15,,,
"Pecho Hombro - Wednesday","11 Jun 2025, 20:08","11 Jun 2025, 22:00","","Behind the Back Bicep Wrist Curl (Barbell)",,"",2,"normal",25,15,,,
"Pecho Hombro - Wednesday","11 Jun 2025, 20:08","11 Jun 2025, 22:00","","Behind the Back Bicep Wrist Curl (Barbell)",,"",3,"normal",25,15,,,
"Afternoon Run","18 May 2025, 11:15","18 May 2025, 11:52","","Running",,"",0,"normal",,,5.88,2160,
"Leg Monday","12 May 2025, 20:07","12 May 2025, 21:32","","Squat (Barbell)",,"",0,"normal",50,10,,,
"Leg Monday","12 May 2025, 20:07","12 May 2025, 21:32","","Squat (Barbell)",,"",1,"normal",60,10,,,
"Leg Monday","12 May 2025, 20:07","12 May 2025, 21:32","","Squat (Barbell)",,"",2,"normal",70,8,,,
"Leg Monday","12 May 2025, 20:07","12 May 2025, 21:32","","Lying Leg Curl (Machine)",,"",0,"normal",27,10,,,
"Leg Monday","12 May 2025, 20:07","12 May 2025, 21:32","","Lying Leg Curl (Machine)",,"",1,"normal",27,10,,,
"Leg Monday","12 May 2025, 20:07","12 May 2025, 21:32","","Lying Leg Curl (Machine)",,"",2,"normal",30,8,,,
"Leg Monday","12 May 2025, 20:07","12 May 2025, 21:32","","Hip Adduction (Machine)",,"",0,"normal",19,12,,,
"Leg Monday","12 May 2025, 20:07","12 May 2025, 21:32","","Hip Adduction (Machine)",,"",1,"normal",22.5,12,,,
"Leg Monday","12 May 2025, 20:07","12 May 2025, 21:32","","Hip Adduction (Machine)",,"",2,"normal",25,15,,,
"Leg Monday","12 May 2025, 20:07","12 May 2025, 21:32","","Leg Extension (Machine)",,"",0,"normal",39,10,,,
"Leg Monday","12 May 2025, 20:07","12 May 2025, 21:32","","Leg Extension (Machine)",,"",1,"normal",45,10,,,
"Leg Monday","12 May 2025, 20:07","12 May 2025, 21:32","","Single Leg Extensions",,"",0,"normal",18,8,,,
"Leg Monday","12 May 2025, 20:07","12 May 2025, 21:32","","Single Leg Extensions",,"",1,"normal",20.3,8,,,
"Leg Monday","12 May 2025, 20:07","12 May 2025, 21:32","","Single Leg Extensions",,"",2,"normal",22.6,10,,,
"Leg Monday","12 May 2025, 20:07","12 May 2025, 21:32","","Hip Abduction (Machine)",,"",0,"normal",18,15,,,
"Leg Monday","12 May 2025, 20:07","12 May 2025, 21:32","","Hip Abduction (Machine)",,"",1,"normal",25,15,,,
"Leg Monday","12 May 2025, 20:07","12 May 2025, 21:32","","Hip Abduction (Machine)",,"",2,"normal",25,10,,,
"Leg Monday","12 May 2025, 20:07","12 May 2025, 21:32","","Hip Thrust (Barbell)",,"",0,"normal",22.7,10,,,
"Leg Monday","12 May 2025, 20:07","12 May 2025, 21:32","","Hip Thrust (Barbell)",,"",1,"normal",22.7,10,,,
"Leg Monday","12 May 2025, 20:07","12 May 2025, 21:32","","Hip Thrust (Barbell)",,"",2,"normal",22.7,10,,,
"Leg Monday","12 May 2025, 20:07","12 May 2025, 21:32","","Standing Calf Raise",,"",0,"normal",,10,,,
"Leg Monday","12 May 2025, 20:07","12 May 2025, 21:32","","Standing Calf Raise",,"",1,"normal",,10,,,
"Leg Monday","12 May 2025, 20:07","12 May 2025, 21:32","","Standing Calf Raise",,"",2,"normal",,10,,,
"Leg Monday","12 May 2025, 20:07","12 May 2025, 21:32","","Single Leg Standing Calf Raise",,"",0,"normal",,5,,,
"Leg Monday","12 May 2025, 20:07","12 May 2025, 21:32","","Single Leg Standing Calf Raise",,"",1,"normal",,5,,,
"Leg Monday","12 May 2025, 20:07","12 May 2025, 21:32","","Single Leg Standing Calf Raise",,"",2,"normal",,5,,,
"Leg Monday","12 May 2025, 20:07","12 May 2025, 21:32","","Plank",,"",0,"normal",,,,60,
"Leg Monday","12 May 2025, 20:07","12 May 2025, 21:32","","Side Plank",,"",0,"normal",,,,30,
"Leg Monday","12 May 2025, 20:07","12 May 2025, 21:32","","Push Up",,"",0,"normal",,10,,,
"Pechito in the morning","10 May 2025, 08:30","10 May 2025, 09:31","","Bench Press (Barbell)",,"",0,"normal",40,8,,,
"Pechito in the morning","10 May 2025, 08:30","10 May 2025, 09:31","","Bench Press (Barbell)",,"",1,"normal",40,8,,,
"Pechito in the morning","10 May 2025, 08:30","10 May 2025, 09:31","","Bench Press (Barbell)",,"",2,"normal",40,8,,,
"Pechito in the morning","10 May 2025, 08:30","10 May 2025, 09:31","","Bench Press (Barbell)",,"",3,"normal",50,4,,,
"Pechito in the morning","10 May 2025, 08:30","10 May 2025, 09:31","","Incline Bench Press (Dumbbell)",,"2 pesas de 16 kg",0,"normal",32,10,,,
"Pechito in the morning","10 May 2025, 08:30","10 May 2025, 09:31","","Incline Bench Press (Dumbbell)",,"2 pesas de 16 kg",1,"normal",32,9,,,
"Pechito in the morning","10 May 2025, 08:30","10 May 2025, 09:31","","Incline Bench Press (Dumbbell)",,"2 pesas de 16 kg",2,"normal",32,8,,,
"Pechito in the morning","10 May 2025, 08:30","10 May 2025, 09:31","","Cable Fly Crossovers",,"",0,"normal",28,12,,,
"Pechito in the morning","10 May 2025, 08:30","10 May 2025, 09:31","","Cable Fly Crossovers",,"",1,"normal",28,12,,,
"Pechito in the morning","10 May 2025, 08:30","10 May 2025, 09:31","","Cable Fly Crossovers",,"",2,"normal",28,12,,,
"Pechito in the morning","10 May 2025, 08:30","10 May 2025, 09:31","","Butterfly (Pec Deck)",,"",0,"normal",32,20,,,
"Pechito in the morning","10 May 2025, 08:30","10 May 2025, 09:31","","Butterfly (Pec Deck)",,"",1,"normal",39,15,,,
"Pechito in the morning","10 May 2025, 08:30","10 May 2025, 09:31","","Butterfly (Pec Deck)",,"",2,"normal",39,20,,,
"Pechito in the morning","10 May 2025, 08:30","10 May 2025, 09:31","","Plank",,"",0,"normal",,,,60,
